Date,R_YEA,R_NAY,D_YEA,D_NAY,I_YEA,I_NAY
"1994-07-19T19:10:00.000Z",130,39,241,1,1,0
"1994-07-20T12:03:00.000Z",0,173,18,232,0,1
"1994-07-20T12:33:00.000Z",170,3,240,12,0,1
"1994-07-20T15:32:00.000Z",3,172,84,171,1,0
"1994-07-20T17:15:00.000Z",1,174,95,159,1,0
"1994-07-20T17:58:00.000Z",3,173,119,132,1,0
"1994-07-20T19:09:00.000Z",160,12,131,115,0,1
"1994-07-21T10:25:00.000Z",17,154,217,7,1,0
"1994-07-21T12:35:00.000Z",0,176,244,4,1,0
"1994-07-21T14:52:00.000Z",170,3,24,229,0,1
"1994-07-21T15:59:00.000Z",9,165,28,226,0,1
"1994-07-21T16:49:00.000Z",172,0,251,0,1,0
"1994-07-21T17:01:00.000Z",79,95,237,11,0,1
"1994-07-22T12:21:00.000Z",0,0,0,0,0,0
"1994-07-22T12:36:00.000Z",158,3,62,172,0,1
"1994-07-22T14:08:00.000Z",117,35,227,1,1,0
"1994-07-25T18:51:00.000Z",154,0,208,1,1,0
"1994-07-26T17:15:00.000Z",0,0,0,0,0,0
"1994-07-26T17:24:00.000Z",3,173,198,52,1,0
"1994-07-26T17:33:00.000Z",174,0,112,138,0,1
"1994-07-26T17:57:00.000Z",176,0,248,0,1,0
"1994-07-27T11:51:00.000Z",129,43,9,244,0,1
"1994-07-27T12:13:00.000Z",4,169,241,10,1,0
"1994-07-27T13:55:00.000Z",53,122,244,6,1,0
"1994-07-28T12:42:00.000Z",172,1,144,99,0,1
"1994-07-28T14:46:00.000Z",0,0,0,0,0,0
"1994-07-28T14:56:00.000Z",156,13,37,213,0,1
"1994-07-28T15:20:00.000Z",29,143,225,21,1,0
"1994-07-28T17:15:00.000Z",131,43,17,230,0,1
"1994-07-28T18:01:00.000Z",144,29,241,1,1,0
"1994-07-29T13:46:00.000Z",0,159,214,10,1,0
"1994-07-29T14:17:00.000Z",0,155,220,6,1,0
"1994-08-01T18:23:00.000Z",108,53,63,156,0,0
"1994-08-01T18:46:00.000Z",13,147,208,13,0,0
"1994-08-01T18:59:00.000Z",6,154,147,72,1,0
"1994-08-02T14:06:00.000Z",123,52,212,25,1,0
"1994-08-02T16:27:00.000Z",70,106,197,47,1,0
"1994-08-02T16:48:00.000Z",76,98,217,24,1,0
"1994-08-03T14:16:00.000Z",24,151,213,29,1,0
"1994-08-03T15:26:00.000Z",33,143,214,31,1,0
"1994-08-04T10:22:00.000Z",16,145,211,6,1,0
"1994-08-04T13:48:00.000Z",165,10,244,2,1,0
"1994-08-04T15:24:00.000Z",115,61,226,23,0,1
"1994-08-05T13:46:00.000Z",118,50,135,105,0,1
"1994-08-05T13:57:00.000Z",165,0,235,1,1,0
"1994-08-08T17:47:00.000Z",162,0,232,0,1,0
"1994-08-09T12:25:00.000Z",19,145,231,8,1,0
"1994-08-09T16:21:00.000Z",36,141,38,215,1,0
"1994-08-09T18:40:00.000Z",129,44,151,107,0,1
"1994-08-09T19:43:00.000Z",46,125,111,145,1,0
"1994-08-10T11:35:00.000Z",163,10,14,239,0,1
"1994-08-10T13:01:00.000Z",145,29,247,5,1,0
"1994-08-10T14:46:00.000Z",1,176,245,9,1,0
"1994-08-10T16:54:00.000Z",0,0,0,0,0,0
"1994-08-10T17:04:00.000Z",150,26,223,31,1,0
"1994-08-10T17:46:00.000Z",131,45,85,174,0,1
"1994-08-10T18:49:00.000Z",175,0,251,4,1,0
"1994-08-11T11:23:00.000Z",15,154,235,6,1,0
"1994-08-11T13:52:00.000Z",178,0,252,0,1,0
"1994-08-11T15:14:00.000Z",2,176,252,2,1,0
"1994-08-11T17:14:00.000Z",11,167,198,58,1,0
"1994-08-12T13:00:00.000Z",171,0,76,170,0,1
"1994-08-12T13:58:00.000Z",0,170,169,73,1,0
"1994-08-16T17:34:00.000Z",154,0,223,0,1,0
"1994-08-16T17:52:00.000Z",67,87,213,16,1,0
"1994-08-16T18:09:00.000Z",15,140,221,7,1,0
"1994-08-17T13:24:00.000Z",142,27,18,230,0,1
"1994-08-17T14:23:00.000Z",154,16,30,218,0,1
"1994-08-17T15:24:00.000Z",166,4,155,95,1,0
"1994-08-17T15:46:00.000Z",167,0,238,6,1,0
"1994-08-17T17:54:00.000Z",57,113,223,23,0,1
"1994-08-17T18:22:00.000Z",17,145,210,9,1,0
"1994-08-18T12:23:00.000Z",9,163,231,9,1,0
"1994-08-18T12:33:00.000Z",6,165,228,10,1,0
"1994-08-18T14:08:00.000Z",89,87,232,11,1,0
"1994-08-18T16:48:00.000Z",152,20,19,223,0,1
"1994-08-18T17:43:00.000Z",166,6,24,220,0,1
"1994-08-18T18:15:00.000Z",27,144,217,24,1,0
"1994-08-19T13:59:00.000Z",173,2,14,236,0,1
"1994-08-21T13:32:00.000Z",17,155,230,10,1,0
"1994-08-21T17:01:00.000Z",42,134,196,55,1,0
"1994-08-21T19:32:00.000Z",146,30,51,201,0,1
"1994-08-21T19:51:00.000Z",46,131,188,64,1,0
"1994-09-12T17:53:00.000Z",103,55,209,6,1,0
"1994-09-12T19:12:00.000Z",36,120,153,59,0,1
"1994-09-12T20:22:00.000Z",124,31,97,117,1,0
"1994-09-13T12:24:00.000Z",18,134,195,7,1,0
"1994-09-13T15:09:00.000Z",102,58,215,6,1,0
"1994-09-13T15:39:00.000Z",159,0,216,0,1,0
"1994-09-13T16:04:00.000Z",150,5,217,0,1,0
"1994-09-19T19:14:00.000Z",120,45,232,0,1,0
"1994-09-20T14:55:00.000Z",174,0,250,0,1,0
"1994-09-20T15:44:00.000Z",174,0,195,54,0,1
"1994-09-21T11:49:00.000Z",154,17,22,224,0,1
"1994-09-21T12:00:00.000Z",127,46,242,2,1,0
"1994-09-21T13:37:00.000Z",1,173,243,2,1,0
"1994-09-21T13:45:00.000Z",1,172,244,2,1,0
"1994-09-21T15:43:00.000Z",172,1,68,186,0,1
"1994-09-21T16:16:00.000Z",149,24,21,228,0,1
"1994-09-21T16:38:00.000Z",46,127,241,6,1,0
"1994-09-22T11:40:00.000Z",89,85,241,4,1,0
"1994-09-22T12:50:00.000Z",6,166,243,3,1,0
"1994-09-22T13:58:00.000Z",169,6,65,185,0,1
"1994-09-22T16:26:00.000Z",163,7,238,6,1,0
"1994-09-23T12:13:00.000Z",61,105,225,2,1,0
"1994-09-26T18:49:00.000Z",149,8,16,206,0,1
"1994-09-26T19:09:00.000Z",26,135,210,10,1,0
"1994-09-27T13:25:00.000Z",129,43,230,10,1,0
"1994-09-27T16:59:00.000Z",62,112,210,38,1,0
"1994-09-28T13:38:00.000Z",145,28,222,27,1,0
"1994-09-28T13:56:00.000Z",172,0,248,0,1,0
"1994-09-28T15:43:00.000Z",171,3,6,243,0,1
"1994-09-29T11:38:00.000Z",107,66,220,19,0,1
"1994-09-29T11:58:00.000Z",17,156,231,7,1,0
"1994-09-29T13:59:00.000Z",0,0,0,0,0,0
"1994-09-29T14:38:00.000Z",5,170,210,35,1,0
"1994-09-29T16:29:00.000Z",170,4,32,210,0,1
"1994-09-29T16:51:00.000Z",82,92,223,20,1,0
"1994-09-29T19:03:00.000Z",89,79,71,165,1,0
"1994-09-30T10:23:00.000Z",15,130,196,6,1,0
"1994-09-30T12:35:00.000Z",0,162,229,6,1,0
"1994-09-30T14:13:00.000Z",151,10,33,204,0,1
"1994-09-30T14:26:00.000Z",31,128,230,4,1,0
"1994-10-03T18:10:00.000Z",161,2,225,1,1,0
"1994-10-03T18:54:00.000Z",56,112,89,139,1,0
"1994-10-03T19:05:00.000Z",160,8,220,7,1,0
"1994-10-03T19:13:00.000Z",166,0,224,3,1,0
"1994-10-03T19:22:00.000Z",126,37,210,17,1,0
"1994-10-03T19:29:00.000Z",129,36,223,3,1,0
"1994-10-04T13:38:00.000Z",29,144,238,4,1,0
"1994-10-04T13:56:00.000Z",28,147,242,3,1,0
"1994-10-04T15:05:00.000Z",142,32,2,226,0,1
"1994-10-04T15:26:00.000Z",32,143,232,1,1,0
"1994-10-04T15:44:00.000Z",34,141,238,2,1,0
"1994-10-04T16:03:00.000Z",137,37,4,240,0,0
"1994-10-04T16:22:00.000Z",33,141,246,0,1,0
"1994-10-04T16:42:00.000Z",37,138,245,2,1,0
"1994-10-04T17:00:00.000Z",37,139,244,1,1,0
"1994-10-04T17:20:00.000Z",79,93,8,237,0,0
"1994-10-04T17:42:00.000Z",32,142,241,5,1,0
"1994-10-04T18:01:00.000Z",33,140,237,2,1,0
"1994-10-04T18:36:00.000Z",168,3,166,76,0,1
"1994-10-04T18:54:00.000Z",173,0,239,0,1,0
"1994-10-04T19:00:00.000Z",167,2,239,2,1,0
"1994-10-04T19:09:00.000Z",172,0,240,0,1,0
"1994-10-04T19:17:00.000Z",174,0,239,0,1,0
"1994-10-04T19:27:00.000Z",35,139,210,30,1,0
"1994-10-04T19:34:00.000Z",32,141,200,39,1,0
"1994-10-04T19:42:00.000Z",47,126,190,48,1,0
"1994-10-05T11:18:00.000Z",1,175,82,163,0,1
"1994-10-05T15:07:00.000Z",43,130,178,72,1,0
"1994-10-05T16:55:00.000Z",46,126,187,61,1,0
"1994-10-05T17:32:00.000Z",61,111,219,26,1,0
"1994-10-05T17:59:00.000Z",128,41,234,4,1,0
"1994-10-05T18:16:00.000Z",64,108,235,9,1,0
"1994-10-05T18:27:00.000Z",46,126,195,48,1,0
"1994-10-05T18:34:00.000Z",25,148,195,48,0,0
"1994-10-05T18:43:00.000Z",77,94,231,9,0,0
"1994-10-05T21:26:00.000Z",105,70,193,52,0,1
"1994-10-06T12:57:00.000Z",148,19,235,9,1,0
"1994-10-06T14:02:00.000Z",175,0,247,0,1,0
"1994-10-06T17:20:00.000Z",0,174,240,8,1,0
"1994-10-06T20:54:00.000Z",0,0,0,0,0,0
"1994-10-06T21:43:00.000Z",173,1,32,223,0,1
"1994-10-06T23:18:00.000Z",34,136,224,30,0,1
"1994-10-06T23:59:00.000Z",0,170,26,228,1,0
"1994-10-06T23:59:00.000Z",19,150,217,31,0,1
"1994-10-06T23:59:00.000Z",16,137,225,3,1,0
"1994-10-07T15:29:00.000Z",55,113,105,148,0,1
"1994-10-07T16:20:00.000Z",74,92,121,130,0,1
"1994-10-07T17:49:00.000Z",156,5,237,0,1,0
"1994-10-07T21:32:00.000Z",138,3,209,0,1,0
"1994-11-29T12:28:00.000Z",24,142,198,10,1,0
"1994-11-29T18:39:00.000Z",121,56,167,89,0,1
"1995-01-04T12:28:00.000Z",0,0,0,0,0,0
"1995-01-04T16:05:00.000Z",228,0,4,198,0,1
"1995-01-04T16:26:00.000Z",0,226,195,9,1,0
"1995-01-04T16:43:00.000Z",228,0,23,180,0,1
"1995-01-04T18:11:00.000Z",224,0,191,12,1,0
"1995-01-04T18:54:00.000Z",225,0,195,6,1,0
"1995-01-04T19:36:00.000Z",228,0,127,73,0,1
"1995-01-04T20:20:00.000Z",228,0,189,13,1,0
"1995-01-04T21:07:00.000Z",227,0,203,0,1,0
"1995-01-04T22:04:00.000Z",227,0,52,151,0,1
"1995-01-04T22:51:00.000Z",228,0,201,1,1,0
"1995-01-04T23:33:00.000Z",225,0,24,177,0,1
"1995-01-05T00:23:00.000Z",0,227,200,0,1,0
"1995-01-05T01:46:00.000Z",228,0,200,0,1,0
"1995-01-17T17:14:00.000Z",218,0,171,0,1,0
"1995-01-18T11:37:00.000Z",214,0,0,169,0,0
"1995-01-18T11:57:00.000Z",217,0,0,177,0,1
"1995-01-18T12:42:00.000Z",0,220,151,27,1,0
"1995-01-19T10:18:00.000Z",204,13,14,173,0,1
"1995-01-19T12:29:00.000Z",226,0,124,70,0,1
"1995-01-20T11:17:00.000Z",0,225,156,42,1,0
"1995-01-20T13:34:00.000Z",1,223,171,26,1,0
"1995-01-20T15:11:00.000Z",0,216,152,36,1,0
"1995-01-23T18:57:00.000Z",0,226,168,30,1,0
"1995-01-23T19:42:00.000Z",1,224,160,35,1,0
"1995-01-23T21:06:00.000Z",0,228,160,35,1,0
"1995-01-23T21:42:00.000Z",0,228,160,35,1,0
"1995-01-23T22:07:00.000Z",226,0,6,186,0,1
"1995-01-24T11:17:00.000Z",214,9,64,125,0,1
"1995-01-24T13:38:00.000Z",0,0,0,0,0,0
"1995-01-24T13:45:00.000Z",220,1,195,0,1,0
"1995-01-24T15:16:00.000Z",1,228,170,27,1,0
"1995-01-24T16:42:00.000Z",0,0,0,0,0,0
"1995-01-24T16:48:00.000Z",0,226,160,35,1,0
"1995-01-24T17:33:00.000Z",0,225,148,50,1,0
"1995-01-25T14:20:00.000Z",227,0,6,195,0,1
"1995-01-25T14:30:00.000Z",228,0,25,175,0,1
"1995-01-25T14:39:00.000Z",226,0,29,171,0,1
"1995-01-25T16:13:00.000Z",229,0,182,18,1,0
"1995-01-26T11:31:00.000Z",220,8,33,164,0,1
"1995-01-26T12:52:00.000Z",0,0,0,0,0,0
"1995-01-26T13:00:00.000Z",1,225,62,138,1,0
"1995-01-26T14:19:00.000Z",1,227,136,64,1,0
"1995-01-26T15:41:00.000Z",0,229,95,102,1,0
"1995-01-26T16:14:00.000Z",0,228,112,89,0,0
"1995-01-26T16:55:00.000Z",0,226,78,116,1,0
"1995-01-26T18:01:00.000Z",4,225,130,71,1,0
"1995-01-26T19:43:00.000Z",221,9,72,129,0,1
"1995-01-26T20:13:00.000Z",6,223,177,24,1,0
"1995-01-26T20:30:00.000Z",228,2,72,129,0,1
"1995-01-27T10:21:00.000Z",208,5,101,85,1,0
"1995-01-27T12:38:00.000Z",0,222,153,44,1,0
"1995-01-27T13:37:00.000Z",1,223,155,39,1,0
"1995-01-27T14:28:00.000Z",0,223,157,36,1,0
"1995-01-30T17:28:00.000Z",0,0,0,0,0,0
"1995-01-30T17:37:00.000Z",223,1,10,180,0,0
"1995-01-30T17:54:00.000Z",224,0,13,180,0,1
"1995-01-30T18:20:00.000Z",0,225,158,41,1,0
"1995-01-30T19:11:00.000Z",0,226,113,86,1,0
"1995-01-30T19:19:00.000Z",0,226,161,37,1,0
"1995-01-30T19:46:00.000Z",0,226,141,59,1,0
"1995-01-30T19:54:00.000Z",0,226,150,51,1,0
"1995-01-30T20:17:00.000Z",0,224,137,60,1,0
"1995-01-30T20:47:00.000Z",0,225,126,72,1,0
"1995-01-30T21:16:00.000Z",0,224,130,71,1,0
"1995-01-30T21:46:00.000Z",0,226,155,43,1,0
"1995-01-30T22:19:00.000Z",1,226,159,40,1,0
"1995-01-30T22:47:00.000Z",0,224,125,72,1,0
"1995-01-30T23:14:00.000Z",0,224,158,36,1,0
"1995-01-30T23:39:00.000Z",0,225,108,83,1,0
"1995-01-31T00:05:00.000Z",0,225,134,57,1,0
"1995-01-31T15:05:00.000Z",1,226,179,24,1,0
"1995-01-31T15:53:00.000Z",3,226,140,63,1,0
"1995-01-31T16:48:00.000Z",119,110,27,176,0,1
"1995-01-31T17:15:00.000Z",0,227,152,48,1,0
"1995-01-31T17:56:00.000Z",0,227,120,83,1,0
"1995-01-31T18:42:00.000Z",0,228,137,63,1,0
"1995-01-31T19:34:00.000Z",1,226,141,59,1,0
"1995-02-01T12:49:00.000Z",1,221,150,33,1,0
"1995-02-01T13:52:00.000Z",1,224,143,59,1,0
"1995-02-01T15:14:00.000Z",0,227,151,51,1,0
"1995-02-01T16:21:00.000Z",230,0,130,73,0,1
"1995-02-01T17:28:00.000Z",227,0,199,0,1,0
"1995-02-02T15:40:00.000Z",0,228,118,81,1,0
"1995-02-02T17:22:00.000Z",8,220,187,11,1,0
"1995-02-02T19:31:00.000Z",21,203,31,158,0,1
"1995-02-02T20:18:00.000Z",1,223,151,35,1,0
"1995-02-03T11:31:00.000Z",0,221,174,22,1,0
"1995-02-03T14:04:00.000Z",6,214,160,32,1,0
"1995-02-06T18:08:00.000Z",11,215,54,144,0,1
"1995-02-06T18:18:00.000Z",0,225,143,55,1,0
"1995-02-06T18:25:00.000Z",0,223,155,43,1,0
"1995-02-06T19:06:00.000Z",2,224,183,16,0,1
"1995-02-06T19:25:00.000Z",223,4,71,129,0,1
"1995-02-07T12:40:00.000Z",214,14,74,128,0,1
"1995-02-07T14:32:00.000Z",229,0,201,0,1,0
"1995-02-07T17:26:00.000Z",0,227,137,64,1,0
"1995-02-07T19:11:00.000Z",0,228,120,75,1,0
"1995-02-08T11:22:00.000Z",215,6,130,63,1,0
"1995-02-08T13:40:00.000Z",73,154,154,44,1,0
"1995-02-08T15:16:00.000Z",0,229,102,101,1,0
"1995-02-08T15:37:00.000Z",220,7,69,134,0,1
"1995-02-08T16:31:00.000Z",0,228,148,54,1,0
"1995-02-08T18:31:00.000Z",0,228,150,52,1,0
"1995-02-08T19:19:00.000Z",225,3,66,136,0,1
"1995-02-08T19:51:00.000Z",7,221,131,70,1,0
"1995-02-08T20:21:00.000Z",219,10,22,178,0,1
"1995-02-08T20:41:00.000Z",226,1,71,130,0,1
"1995-02-09T13:20:00.000Z",3,224,166,36,0,1
"1995-02-09T15:30:00.000Z",3,225,175,26,1,0
"1995-02-10T09:59:00.000Z",0,220,92,93,1,0
"1995-02-10T11:16:00.000Z",4,222,124,73,1,0
"1995-02-10T12:28:00.000Z",10,217,165,30,1,0
"1995-02-10T13:06:00.000Z",39,187,115,81,1,0
"1995-02-10T13:36:00.000Z",3,222,189,5,1,0
"1995-02-10T13:54:00.000Z",206,20,59,135,0,1
"1995-02-10T15:13:00.000Z",216,1,163,19,1,0
"1995-02-13T18:38:00.000Z",0,0,0,0,0,0
"1995-02-13T18:46:00.000Z",12,216,181,14,1,0
"1995-02-13T20:12:00.000Z",1,227,158,39,1,0
"1995-02-13T22:09:00.000Z",221,0,1,189,0,1
"1995-02-13T22:26:00.000Z",220,0,0,190,0,1
"1995-02-14T14:26:00.000Z",5,223,190,12,1,0
"1995-02-14T16:00:00.000Z",13,215,150,51,1,0
"1995-02-14T16:47:00.000Z",56,172,149,53,1,0
"1995-02-14T17:13:00.000Z",222,5,15,187,0,1
"1995-02-14T17:44:00.000Z",0,228,183,19,1,0
"1995-02-14T18:01:00.000Z",220,9,18,182,0,1
"1995-02-15T11:59:00.000Z",0,220,149,41,1,0
"1995-02-15T13:24:00.000Z",0,0,0,0,0,0
"1995-02-15T13:56:00.000Z",228,0,1,198,0,1
"1995-02-15T14:04:00.000Z",223,1,4,195,0,1
"1995-02-15T14:25:00.000Z",0,227,133,64,1,0
"1995-02-15T17:38:00.000Z",227,1,93,108,0,1
"1995-02-15T19:12:00.000Z",24,205,193,7,1,0
"1995-02-15T21:27:00.000Z",12,216,193,7,1,0
"1995-02-15T22:28:00.000Z",218,10,3,193,0,1
"1995-02-15T22:56:00.000Z",8,221,194,4,1,0
"1995-02-16T09:37:00.000Z",208,1,3,178,0,1
"1995-02-16T10:16:00.000Z",19,207,187,4,1,0
"1995-02-16T11:05:00.000Z",7,222,150,45,1,0
"1995-02-16T13:18:00.000Z",9,217,181,15,1,0
"1995-02-16T14:08:00.000Z",6,220,190,5,1,0
"1995-02-16T14:25:00.000Z",223,4,18,176,0,1
"1995-02-21T18:23:00.000Z",224,0,6,190,0,1
"1995-02-21T18:31:00.000Z",221,1,8,186,0,1
"1995-02-21T21:11:00.000Z",2,224,188,10,1,0
"1995-02-21T21:42:00.000Z",4,222,175,23,1,0
"1995-02-21T21:50:00.000Z",226,0,154,44,1,0
"1995-02-22T13:00:00.000Z",228,0,54,143,0,1
"1995-02-22T15:29:00.000Z",3,225,163,35,1,0
"1995-02-22T16:00:00.000Z",0,228,162,36,1,0
"1995-02-22T16:18:00.000Z",206,21,56,143,0,1
"1995-02-22T17:22:00.000Z",1,224,168,30,1,0
"1995-02-22T18:01:00.000Z",0,226,155,39,1,0
"1995-02-22T18:33:00.000Z",228,0,189,0,1,0
"1995-02-23T10:19:00.000Z",210,5,133,56,1,0
"1995-02-23T12:22:00.000Z",226,0,26,174,0,1
"1995-02-23T14:52:00.000Z",4,223,150,48,1,0
"1995-02-23T15:50:00.000Z",3,223,173,26,1,0
"1995-02-23T16:58:00.000Z",38,187,196,2,1,0
"1995-02-23T17:50:00.000Z",3,224,163,35,1,0
"1995-02-23T18:53:00.000Z",0,226,180,16,1,0
"1995-02-23T19:27:00.000Z",224,0,180,0,1,0
"1995-02-23T20:09:00.000Z",225,0,157,34,1,0
"1995-02-24T10:18:00.000Z",223,0,146,45,1,0
"1995-02-24T12:29:00.000Z",4,222,189,6,1,0
"1995-02-24T12:37:00.000Z",8,217,168,24,1,0
"1995-02-24T12:45:00.000Z",1,223,143,48,1,0
"1995-02-24T12:53:00.000Z",1,225,166,29,1,0
"1995-02-24T13:00:00.000Z",5,221,162,32,1,0
"1995-02-24T13:37:00.000Z",3,224,168,26,1,0
"1995-02-24T13:58:00.000Z",225,2,51,143,0,1
"1995-02-27T18:14:00.000Z",226,0,27,164,0,1
"1995-02-27T20:53:00.000Z",9,218,164,28,1,0
"1995-02-28T13:57:00.000Z",18,206,173,25,1,0
"1995-02-28T15:17:00.000Z",6,221,170,26,1,0
"1995-02-28T17:03:00.000Z",167,61,39,158,0,1
"1995-02-28T18:30:00.000Z",20,206,160,32,1,0
"1995-02-28T18:58:00.000Z",0,228,156,35,1,0
"1995-02-28T19:31:00.000Z",3,223,170,27,1,0
"1995-02-28T19:40:00.000Z",226,2,60,138,0,1
"1995-03-01T14:10:00.000Z",227,0,192,5,1,0
"1995-03-01T16:44:00.000Z",2,225,156,41,1,0
"1995-03-01T17:19:00.000Z",204,23,201,0,1,0
"1995-03-01T17:58:00.000Z",228,0,186,15,1,0
"1995-03-01T19:44:00.000Z",228,0,178,21,1,0
"1995-03-02T10:55:00.000Z",225,1,46,149,0,1
"1995-03-02T15:28:00.000Z",212,14,89,113,0,1
"1995-03-02T18:27:00.000Z",32,197,153,44,1,0
"1995-03-02T19:45:00.000Z",50,177,159,34,1,0
"1995-03-02T20:48:00.000Z",11,217,153,43,1,0
"1995-03-03T11:50:00.000Z",11,215,161,37,1,0
"1995-03-03T12:19:00.000Z",201,24,136,59,1,0
"1995-03-03T13:12:00.000Z",0,228,126,71,1,0
"1995-03-03T13:31:00.000Z",205,23,72,124,0,1
"1995-03-03T14:01:00.000Z",2,225,177,14,1,0
"1995-03-03T14:21:00.000Z",219,8,58,132,0,1
"1995-03-06T17:31:00.000Z",213,5,104,83,0,1
"1995-03-06T19:43:00.000Z",10,214,175,21,1,0
"1995-03-06T19:54:00.000Z",51,173,64,132,0,1
"1995-03-06T21:04:00.000Z",67,158,4,188,0,1
"1995-03-07T12:41:00.000Z",25,197,176,17,1,0
"1995-03-07T13:47:00.000Z",8,218,185,11,1,0
"1995-03-07T14:17:00.000Z",2,224,174,20,1,0
"1995-03-07T14:50:00.000Z",216,11,16,181,0,1
"1995-03-07T16:20:00.000Z",220,0,37,154,0,1
"1995-03-07T18:51:00.000Z",222,0,70,123,0,1
"1995-03-08T13:04:00.000Z",225,3,27,169,0,1
"1995-03-08T14:03:00.000Z",8,218,153,43,1,0
"1995-03-08T15:27:00.000Z",3,225,175,23,1,0
"1995-03-08T17:21:00.000Z",5,221,162,34,1,0
"1995-03-08T18:28:00.000Z",5,219,161,35,1,0
"1995-03-08T19:01:00.000Z",2,224,169,27,1,0
"1995-03-08T19:11:00.000Z",226,0,99,98,0,1
"1995-03-09T12:02:00.000Z",223,1,11,189,0,1
"1995-03-09T12:12:00.000Z",226,1,21,179,0,1
"1995-03-09T13:20:00.000Z",6,218,172,29,1,0
"1995-03-09T14:28:00.000Z",5,222,178,21,1,0
"1995-03-09T15:04:00.000Z",61,165,196,1,1,0
"1995-03-09T15:48:00.000Z",0,225,149,53,1,0
"1995-03-09T16:46:00.000Z",5,218,149,54,1,0
"1995-03-09T18:38:00.000Z",132,93,30,171,0,1
"1995-03-09T19:45:00.000Z",219,8,44,155,0,1
"1995-03-09T20:57:00.000Z",203,21,44,149,0,1
"1995-03-10T11:43:00.000Z",1,225,173,24,1,0
"1995-03-10T12:20:00.000Z",5,222,189,9,1,0
"1995-03-10T12:39:00.000Z",220,6,45,154,0,1
"1995-03-14T17:24:00.000Z",207,13,192,2,1,0
"1995-03-14T17:36:00.000Z",151,72,185,11,1,0
"1995-03-14T17:44:00.000Z",178,45,192,4,1,0
"1995-03-14T17:56:00.000Z",206,19,194,3,1,0
"1995-03-14T18:04:00.000Z",217,7,191,0,1,0
"1995-03-15T11:05:00.000Z",0,221,49,145,0,1
"1995-03-15T12:16:00.000Z",225,0,195,6,1,0
"1995-03-15T14:01:00.000Z",226,0,0,203,0,1
"1995-03-15T14:23:00.000Z",224,4,18,185,0,1
"1995-03-15T16:57:00.000Z",227,1,154,22,1,0
"1995-03-15T18:00:00.000Z",17,208,132,67,1,0
"1995-03-15T19:12:00.000Z",226,0,194,1,1,0
"1995-03-15T20:07:00.000Z",214,13,40,154,0,1
"1995-03-15T20:47:00.000Z",225,0,192,5,1,0
"1995-03-15T21:43:00.000Z",223,5,195,3,1,0
"1995-03-15T22:43:00.000Z",70,156,2,193,0,1
"1995-03-15T23:35:00.000Z",121,106,21,167,0,1
"1995-03-16T10:44:00.000Z",0,222,186,6,1,0
"1995-03-16T11:57:00.000Z",0,0,0,0,0,0
"1995-03-16T12:37:00.000Z",152,75,16,184,0,1
"1995-03-16T13:12:00.000Z",0,226,184,16,1,0
"1995-03-16T13:23:00.000Z",221,6,6,193,0,1
"1995-03-16T14:41:00.000Z",225,0,168,28,1,0
"1995-03-22T12:32:00.000Z",223,0,4,189,0,1
"1995-03-22T12:51:00.000Z",218,4,107,84,1,0
"1995-03-22T14:35:00.000Z",214,15,3,195,0,1
"1995-03-22T16:00:00.000Z",0,229,187,13,1,0
"1995-03-22T19:24:00.000Z",227,2,1,200,0,1
"1995-03-22T19:33:00.000Z",225,1,24,175,0,1
"1995-03-22T19:42:00.000Z",81,148,15,188,0,1
"1995-03-22T19:52:00.000Z",225,4,125,77,1,0
"1995-03-22T19:59:00.000Z",218,11,133,69,1,0
"1995-03-23T13:21:00.000Z",13,213,22,181,0,1
"1995-03-23T15:36:00.000Z",111,117,3,198,0,1
"1995-03-23T17:59:00.000Z",228,0,204,0,1,0
"1995-03-23T18:08:00.000Z",225,2,200,3,1,0
"1995-03-23T19:46:00.000Z",1,228,203,0,1,0
"1995-03-24T12:43:00.000Z",0,229,95,107,1,0
"1995-03-24T13:32:00.000Z",3,227,201,1,1,0
"1995-03-24T13:50:00.000Z",225,5,9,193,0,1
"1995-03-28T17:51:00.000Z",14,215,164,25,1,0
"1995-03-28T18:09:00.000Z",226,0,177,13,0,1
"1995-03-28T19:33:00.000Z",5,222,187,2,1,0
"1995-03-29T13:08:00.000Z",212,4,0,192,0,1
"1995-03-29T17:21:00.000Z",54,175,81,121,0,1
"1995-03-29T18:57:00.000Z",96,133,18,182,0,1
"1995-03-29T20:26:00.000Z",138,90,26,174,0,1
"1995-03-29T21:33:00.000Z",189,40,38,163,0,1
"1995-03-30T12:20:00.000Z",224,3,0,197,0,1
"1995-03-30T12:29:00.000Z",225,0,19,177,0,1
"1995-04-03T17:20:00.000Z",212,0,171,0,1,0
"1995-04-03T17:39:00.000Z",218,0,180,0,1,0
"1995-04-04T11:19:00.000Z",214,6,155,30,0,0
"1995-04-04T13:11:00.000Z",225,0,191,0,1,0
"1995-04-04T13:54:00.000Z",225,0,197,1,1,0
"1995-04-04T15:18:00.000Z",226,0,153,45,0,1
"1995-04-04T16:05:00.000Z",113,111,18,179,0,1
"1995-04-04T16:26:00.000Z",225,0,192,7,1,0
"1995-04-05T11:21:00.000Z",216,4,167,23,1,0
"1995-04-05T14:37:00.000Z",229,1,1,201,0,1
"1995-04-05T14:55:00.000Z",219,11,9,192,0,1
"1995-04-05T21:18:00.000Z",0,0,0,0,0,0
"1995-04-05T21:52:00.000Z",0,229,118,84,1,0
