Date,R_YEA,R_NAY,D_YEA,D_NAY,I_YEA,I_NAY
"1994-06-22T06:40:00.000Z",10,33,22,33,0,0
"1994-06-23T11:55:00.000Z",24,19,47,8,0,0
"1994-06-23T04:11:00.000Z",38,4,34,20,0,0
"1994-06-23T06:31:00.000Z",34,8,1,53,0,0
"1994-06-24T09:33:00.000Z",27,11,53,0,0,0
"1994-06-24T12:29:00.000Z",27,13,49,1,0,0
"1994-06-28T10:11:00.000Z",38,6,13,43,0,0
"1994-06-28T06:02:00.000Z",37,7,17,37,0,0
"1994-06-29T10:07:00.000Z",38,6,19,35,0,0
"1994-06-29T02:56:00.000Z",30,14,4,52,0,0
"1994-06-29T08:55:00.000Z",34,10,0,55,0,0
"1994-06-29T09:39:00.000Z",40,3,53,1,0,0
"1994-06-29T10:45:00.000Z",35,6,24,29,0,0
"1994-06-30T02:01:00.000Z",36,8,16,38,0,0
"1994-06-30T05:00:00.000Z",36,8,17,37,0,0
"1994-06-30T05:27:00.000Z",18,26,51,4,0,0
"1994-06-30T06:38:00.000Z",37,7,54,1,0,0
"1994-07-01T10:35:00.000Z",8,36,37,19,0,0
"1994-07-01T10:58:00.000Z",8,36,44,12,0,0
"1994-07-01T11:11:00.000Z",37,7,13,43,0,0
"1994-07-01T11:27:00.000Z",40,4,48,8,0,0
"1994-07-01T11:47:00.000Z",24,20,49,7,0,0
"1994-07-01T01:16:00.000Z",39,1,54,2,0,0
"1994-07-01T06:04:00.000Z",31,4,37,10,0,0
"1994-07-01T07:11:00.000Z",27,6,23,24,0,0
"1994-07-01T10:17:00.000Z",3,28,0,39,0,0
"1994-07-12T02:30:00.000Z",3,41,50,6,0,0
"1994-07-13T10:00:00.000Z",3,40,50,6,0,0
"1994-07-13T03:34:00.000Z",42,0,47,8,0,0
"1994-07-14T11:59:00.000Z",36,8,6,50,0,0
"1994-07-14T12:57:00.000Z",44,0,56,0,0,0
"1994-07-14T01:18:00.000Z",44,0,56,0,0,0
"1994-07-14T04:04:00.000Z",2,41,55,1,0,0
"1994-07-14T06:53:00.000Z",6,37,47,7,0,0
"1994-07-14T09:00:00.000Z",42,1,34,21,0,0
"1994-07-14T09:21:00.000Z",13,30,47,8,0,0
"1994-07-14T10:02:00.000Z",34,9,5,50,0,0
"1994-07-15T10:35:00.000Z",30,12,8,45,0,0
"1994-07-15T11:37:00.000Z",41,0,54,0,0,0
"1994-07-15T12:44:00.000Z",37,4,19,34,0,0
"1994-07-15T01:55:00.000Z",41,0,53,0,0,0
"1994-07-15T02:18:00.000Z",33,7,51,2,0,0
"1994-07-15T03:49:00.000Z",0,38,16,34,0,0
"1994-07-15T04:18:00.000Z",34,2,50,0,0,0
"1994-07-19T02:28:00.000Z",34,10,28,28,0,0
"1994-07-19T02:50:00.000Z",1,43,36,19,0,0
"1994-07-19T03:12:00.000Z",43,1,20,33,0,0
"1994-07-19T04:39:00.000Z",36,8,40,15,0,0
"1994-07-19T06:13:00.000Z",25,19,25,31,0,0
"1994-07-19T06:36:00.000Z",18,26,28,28,0,0
"1994-07-19T06:54:00.000Z",43,1,49,7,0,0
"1994-07-20T11:17:00.000Z",20,24,43,13,0,0
"1994-07-20T03:45:00.000Z",36,8,23,33,0,0
"1994-07-20T04:11:00.000Z",44,0,56,0,0,0
"1994-07-20T04:40:00.000Z",36,8,56,0,0,0
"1994-07-21T09:45:00.000Z",19,25,49,7,0,0
"1994-07-21T01:21:00.000Z",20,24,3,53,0,0
"1994-07-21T01:44:00.000Z",22,22,41,15,0,0
"1994-07-21T02:20:00.000Z",18,26,54,2,0,0
"1994-07-21T02:33:00.000Z",36,8,55,1,0,0
"1994-07-21T09:00:00.000Z",44,0,56,0,0,0
"1994-07-21T09:22:00.000Z",10,34,46,10,0,0
"1994-07-22T12:45:00.000Z",15,27,24,30,0,0
"1994-07-22T02:10:00.000Z",21,21,3,50,0,0
"1994-07-22T03:49:00.000Z",8,34,36,18,0,0
"1994-07-22T07:28:00.000Z",32,7,1,47,0,0
"1994-07-25T12:59:00.000Z",24,12,50,1,0,0
"1994-07-25T03:33:00.000Z",40,0,52,0,0,0
"1994-07-25T03:56:00.000Z",8,31,41,11,0,0
"1994-07-25T04:30:00.000Z",37,0,52,0,0,0
"1994-07-26T01:59:00.000Z",27,17,36,20,0,0
"1994-07-26T03:22:00.000Z",39,5,4,51,0,0
"1994-07-27T10:15:00.000Z",25,18,52,2,0,0
"1994-07-27T11:14:00.000Z",44,0,54,0,0,0
"1994-07-27T06:19:00.000Z",35,9,12,44,0,0
"1994-07-27T06:42:00.000Z",39,5,54,2,0,0
"1994-07-27T08:13:00.000Z",38,5,7,48,0,0
"1994-07-28T06:06:00.000Z",38,6,22,34,0,0
"1994-07-28T06:30:00.000Z",44,0,56,0,0,0
"1994-07-28T09:30:00.000Z",25,19,21,35,0,0
"1994-07-29T02:34:00.000Z",33,9,54,0,0,0
"1994-08-01T01:54:00.000Z",32,11,0,56,0,0
"1994-08-01T04:06:00.000Z",40,3,23,33,0,0
"1994-08-01T05:31:00.000Z",40,3,26,30,0,0
"1994-08-01T06:20:00.000Z",43,0,56,0,0,0
"1994-08-02T11:10:00.000Z",44,0,19,37,0,0
"1994-08-02T11:33:00.000Z",37,7,7,49,0,0
"1994-08-02T11:48:00.000Z",44,0,56,0,0,0
"1994-08-02T12:05:00.000Z",41,3,50,6,0,0
"1994-08-02T04:27:00.000Z",4,40,51,4,0,0
"1994-08-02T04:53:00.000Z",38,6,56,0,0,0
"1994-08-03T10:45:00.000Z",6,38,30,26,0,0
"1994-08-03T01:19:00.000Z",44,0,56,0,0,0
"1994-08-03T06:09:00.000Z",19,25,31,25,0,0
"1994-08-04T10:48:00.000Z",7,36,55,0,0,0
"1994-08-04T12:07:00.000Z",4,39,51,4,0,0
"1994-08-04T02:37:00.000Z",11,32,3,52,0,0
"1994-08-04T02:59:00.000Z",43,0,55,0,0,0
"1994-08-04T03:15:00.000Z",23,20,4,51,0,0
"1994-08-04T03:28:00.000Z",25,18,12,43,0,0
"1994-08-04T05:27:00.000Z",35,7,51,2,0,0
"1994-08-05T11:34:00.000Z",13,29,50,2,0,0
"1994-08-05T01:20:00.000Z",21,22,47,4,0,0
"1994-08-05T01:43:00.000Z",43,0,51,0,0,0
"1994-08-05T02:30:00.000Z",41,0,50,0,0,0
"1994-08-10T10:17:00.000Z",44,0,56,0,0,0
"1994-08-10T10:37:00.000Z",0,44,54,2,0,0
"1994-08-10T10:52:00.000Z",21,23,45,11,0,0
"1994-08-10T11:08:00.000Z",32,12,55,1,0,0
"1994-08-10T11:24:00.000Z",34,10,54,2,0,0
"1994-08-10T11:39:00.000Z",39,5,56,0,0,0
"1994-08-10T11:54:00.000Z",6,38,32,24,0,0
"1994-08-10T12:21:00.000Z",6,38,34,22,0,0
"1994-08-10T12:35:00.000Z",10,34,43,13,0,0
"1994-08-10T09:13:00.000Z",16,28,5,49,0,0
"1994-08-10T09:36:00.000Z",38,6,0,54,0,0
"1994-08-10T09:51:00.000Z",38,6,16,38,0,0
"1994-08-11T06:44:00.000Z",10,34,46,10,0,0
"1994-08-11T07:04:00.000Z",37,7,21,35,0,0
"1994-08-11T08:36:00.000Z",38,6,56,0,0,0
"1994-08-11T08:57:00.000Z",32,12,54,2,0,0
"1994-08-12T01:45:00.000Z",44,0,55,0,0,0
"1994-08-12T02:06:00.000Z",44,0,55,0,0,0
"1994-08-12T02:24:00.000Z",43,1,54,1,0,0
"1994-08-12T06:22:00.000Z",36,3,0,56,0,0
"1994-08-15T05:00:00.000Z",28,13,50,3,0,0
"1994-08-16T06:32:00.000Z",2,41,53,1,0,0
"1994-08-17T06:47:00.000Z",44,0,56,0,0,0
"1994-08-18T11:37:00.000Z",39,4,55,0,0,0
"1994-08-18T06:44:00.000Z",44,0,56,0,0,0
"1994-08-19T10:46:00.000Z",34,8,54,2,0,0
"1994-08-25T04:21:00.000Z",6,38,55,1,0,0
"1994-08-25T10:02:00.000Z",7,36,54,2,0,0
"1994-08-25T10:24:00.000Z",7,36,54,2,0,0
"1994-09-13T02:32:00.000Z",42,0,55,1,0,0
"1994-09-13T05:04:00.000Z",26,16,54,2,0,0
"1994-09-13T05:26:00.000Z",42,0,52,4,0,0
"1994-09-14T01:19:00.000Z",23,17,51,2,0,0
"1994-09-20T02:16:00.000Z",43,0,49,6,0,0
"1994-09-21T03:25:00.000Z",38,5,56,0,0,0
"1994-09-21T04:15:00.000Z",20,22,51,5,0,0
"1994-09-22T11:31:00.000Z",40,2,56,0,0,0
"1994-09-23T01:44:00.000Z",39,0,54,0,0,0
"1994-09-23T02:07:00.000Z",19,20,54,0,0,0
"1994-09-27T02:32:00.000Z",37,7,53,2,0,0
"1994-09-27T02:53:00.000Z",21,23,7,49,0,0
"1994-09-27T03:14:00.000Z",34,10,11,45,0,0
"1994-09-27T03:31:00.000Z",6,38,51,5,0,0
"1994-09-27T05:09:00.000Z",30,14,53,2,0,0
"1994-09-28T11:11:00.000Z",37,7,55,0,0,0
"1994-09-29T11:45:00.000Z",34,10,55,1,0,0
"1994-09-29T05:47:00.000Z",36,8,22,33,0,0
"1994-09-30T09:31:00.000Z",2,40,50,6,0,0
"1994-10-03T06:03:00.000Z",20,19,56,0,0,0
"1994-10-03T06:24:00.000Z",7,32,56,0,0,0
"1994-10-04T09:59:00.000Z",35,7,55,0,0,0
"1994-10-04T10:22:00.000Z",33,9,52,3,0,0
"1994-10-04T06:25:00.000Z",14,29,49,6,0,0
"1994-10-05T10:46:00.000Z",20,23,55,1,0,0
"1994-10-05T05:30:00.000Z",23,20,54,0,0,0
"1994-10-06T10:08:00.000Z",7,36,45,10,0,0
"1994-10-06T07:14:00.000Z",40,3,51,5,0,0
"1994-10-06T09:37:00.000Z",41,0,47,0,0,0
"1994-10-07T11:46:00.000Z",9,34,46,8,0,0
"1994-10-08T10:04:00.000Z",14,23,54,0,0,0
"1994-10-08T10:56:00.000Z",29,9,30,21,0,0
"1994-12-01T06:27:00.000Z",31,14,37,18,0,0
"1994-12-01T06:48:00.000Z",35,10,41,14,0,0
"1995-01-05T11:31:00.000Z",53,0,23,19,0,0
"1995-01-05T07:14:00.000Z",49,2,3,37,0,0
"1995-01-06T11:46:00.000Z",51,0,23,17,0,0
"1995-01-06T02:30:00.000Z",0,50,30,3,0,0
"1995-01-06T03:20:00.000Z",49,0,7,23,0,0
"1995-01-10T02:18:00.000Z",53,0,2,44,0,0
"1995-01-10T02:46:00.000Z",52,1,3,43,0,0
"1995-01-10T03:13:00.000Z",53,0,26,20,0,0
"1995-01-10T03:35:00.000Z",52,1,12,34,0,0
"1995-01-10T04:29:00.000Z",53,0,1,45,0,0
"1995-01-10T06:16:00.000Z",53,0,3,43,0,0
"1995-01-10T06:40:00.000Z",53,0,46,0,0,0
"1995-01-11T05:22:00.000Z",53,0,8,38,0,0
"1995-01-11T05:46:00.000Z",53,0,45,1,0,0
"1995-01-12T07:16:00.000Z",50,2,38,1,0,0
"1995-01-12T07:41:00.000Z",51,0,2,38,0,0
"1995-01-12T09:49:00.000Z",50,0,4,35,0,0
"1995-01-13T02:53:00.000Z",48,0,40,0,0,0
"1995-01-13T03:14:00.000Z",48,0,40,0,0,0
"1995-01-17T02:15:00.000Z",51,0,4,39,0,0
"1995-01-17T04:25:00.000Z",50,0,2,42,0,0
"1995-01-17T06:34:00.000Z",0,49,27,17,0,0
"1995-01-18T04:24:00.000Z",53,0,46,1,0,0
"1995-01-18T07:34:00.000Z",46,5,47,0,0,0
"1995-01-18T07:54:00.000Z",52,0,47,0,0,0
"1995-01-19T11:42:00.000Z",53,0,46,0,0,0
"1995-01-19T12:16:00.000Z",53,0,1,44,0,0
"1995-01-19T02:21:00.000Z",52,0,21,25,0,0
"1995-01-19T05:39:00.000Z",52,0,1,44,0,0
"1995-01-19T08:34:00.000Z",51,0,45,0,0,0
"1995-01-19T09:40:00.000Z",52,0,3,42,0,0
"1995-01-19T10:01:00.000Z",52,0,2,43,0,0
"1995-01-19T10:15:00.000Z",52,0,3,42,0,0
"1995-01-19T10:29:00.000Z",52,0,3,42,0,0
"1995-01-19T10:43:00.000Z",52,0,3,42,0,0
"1995-01-19T10:57:00.000Z",52,0,3,42,0,0
"1995-01-24T04:01:00.000Z",52,0,11,34,0,0
"1995-01-24T04:24:00.000Z",52,0,0,44,0,0
"1995-01-24T04:39:00.000Z",52,0,6,39,0,0
"1995-01-24T04:54:00.000Z",52,0,5,40,0,0
"1995-01-24T05:57:00.000Z",51,0,4,41,0,0
"1995-01-24T06:22:00.000Z",51,0,45,0,0,0
"1995-01-25T11:51:00.000Z",52,0,2,45,0,0
"1995-01-25T03:57:00.000Z",51,1,4,43,0,0
"1995-01-25T07:06:00.000Z",52,0,47,0,0,0
"1995-01-25T07:27:00.000Z",51,0,47,0,0,0
"1995-01-26T10:18:00.000Z",49,2,9,38,0,0
"1995-01-26T10:43:00.000Z",52,0,11,36,0,0
"1995-01-26T02:46:00.000Z",53,0,47,0,0,0
"1995-01-26T04:12:00.000Z",4,49,40,7,0,0
"1995-01-26T04:38:00.000Z",48,5,35,11,0,0
"1995-01-26T06:06:00.000Z",53,0,9,38,0,0
"1995-01-26T08:04:00.000Z",52,0,47,0,0,0
"1995-01-26T08:26:00.000Z",52,0,1,46,0,0
"1995-01-26T08:44:00.000Z",52,0,10,37,0,0
"1995-01-26T09:01:00.000Z",50,2,43,4,0,0
"1995-01-27T11:53:00.000Z",50,1,4,42,0,0
"1995-01-27T12:16:00.000Z",51,0,2,43,0,0
"1995-01-27T12:30:00.000Z",51,0,1,43,0,0
"1995-01-27T01:51:00.000Z",51,0,7,39,0,0
"1995-01-27T02:35:00.000Z",51,0,35,10,0,0
"1995-02-08T12:00:00.000Z",53,0,3,44,0,0
"1995-02-10T11:35:00.000Z",50,2,37,8,0,0
"1995-02-13T05:02:00.000Z",45,2,46,0,0,0
"1995-02-14T09:33:00.000Z",50,2,7,39,0,0
"1995-02-14T03:39:00.000Z",53,0,17,28,0,0
"1995-02-14T05:32:00.000Z",49,3,17,29,0,0
"1995-02-14T07:14:00.000Z",49,2,3,43,0,0
"1995-02-15T10:37:00.000Z",52,0,7,40,0,0
"1995-02-15T11:57:00.000Z",52,0,7,40,0,0
"1995-02-15T04:45:00.000Z",43,9,9,38,0,0
"1995-02-15T07:52:00.000Z",50,0,9,38,0,0
"1995-02-15T08:46:00.000Z",44,6,17,27,0,0
"1995-02-16T10:31:00.000Z",52,0,5,42,0,0
"1995-02-22T05:28:00.000Z",50,0,5,41,0,0
"1995-02-22T07:14:00.000Z",50,0,12,33,0,0
"1995-02-23T03:01:00.000Z",49,0,11,35,0,0
"1995-02-23T03:23:00.000Z",49,0,11,35,0,0
"1995-02-23T03:38:00.000Z",49,0,19,27,0,0
"1995-02-28T02:16:00.000Z",52,1,8,38,0,0
"1995-02-28T02:36:00.000Z",53,0,46,0,0,0
"1995-02-28T02:48:00.000Z",53,0,6,40,0,0
"1995-02-28T03:00:00.000Z",53,0,4,43,0,0
"1995-02-28T03:13:00.000Z",53,0,9,38,0,0
"1995-02-28T03:24:00.000Z",53,0,10,37,0,0
"1995-02-28T03:36:00.000Z",53,0,8,39,0,0
"1995-02-28T03:47:00.000Z",50,3,42,5,0,0
"1995-02-28T03:58:00.000Z",53,0,9,38,0,0
"1995-02-28T04:09:00.000Z",53,0,4,43,0,0
"1995-02-28T04:20:00.000Z",53,0,47,0,0,0
"1995-02-28T04:47:00.000Z",53,0,10,37,0,0
"1995-02-28T04:42:00.000Z",52,1,17,30,0,0
"1995-02-28T04:54:00.000Z",53,0,15,32,0,0
"1995-02-28T05:07:00.000Z",53,0,9,38,0,0
"1995-02-28T05:18:00.000Z",53,0,10,37,0,0
"1995-02-28T05:30:00.000Z",53,0,22,25,0,0
"1995-02-28T05:43:00.000Z",53,0,10,37,0,0
"1995-03-02T02:19:00.000Z",51,2,14,33,0,0
"1995-03-07T02:15:00.000Z",49,4,2,43,0,0
"1995-03-07T02:39:00.000Z",54,0,45,0,0,0
"1995-03-07T05:25:00.000Z",20,34,2,43,0,0
"1995-03-09T04:53:00.000Z",1,52,41,5,0,0
"1995-03-15T10:42:00.000Z",53,0,5,39,0,0
"1995-03-15T11:08:00.000Z",54,0,37,9,0,0
"1995-03-16T12:21:00.000Z",43,11,21,24,0,0
"1995-03-16T02:16:00.000Z",0,54,38,6,0,0
"1995-03-16T02:40:00.000Z",0,54,42,3,0,0
"1995-03-16T04:43:00.000Z",54,0,43,3,0,0
"1995-03-22T02:01:00.000Z",50,3,0,45,0,0
"1995-03-22T02:23:00.000Z",46,7,8,37,0,0
"1995-03-22T02:41:00.000Z",51,2,1,44,0,0
"1995-03-23T12:19:00.000Z",53,1,9,37,0,0
"1995-03-23T03:26:00.000Z",46,8,39,7,0,0
"1995-03-23T06:40:00.000Z",49,2,0,46,0,0
"1995-03-23T09:08:00.000Z",50,2,19,27,0,0
"1995-03-28T02:15:00.000Z",53,0,46,0,0,0
"1995-03-29T10:50:00.000Z",54,0,46,0,0,0
"1995-03-29T01:16:00.000Z",54,0,14,32,0,0
"1995-03-29T04:36:00.000Z",54,0,45,0,0,0
"1995-03-30T10:25:00.000Z",51,0,43,0,0,0
"1995-03-30T04:02:00.000Z",47,4,1,42,0,0
"1995-03-30T06:32:00.000Z",33,18,12,31,0,0
"1995-03-30T06:59:00.000Z",43,8,5,38,0,0
"1995-03-30T09:31:00.000Z",50,1,28,15,0,0
"1995-03-30T09:56:00.000Z",51,0,26,17,0,0
"1995-04-03T12:16:00.000Z",42,0,41,0,0,0
"1995-04-06T02:02:00.000Z",54,0,2,44,0,0
"1995-04-06T03:04:00.000Z",50,4,46,0,0,0
"1995-04-06T05:55:00.000Z",43,11,0,46,0,0
"1995-04-06T07:42:00.000Z",37,16,24,21,0,0
"1995-04-06T09:48:00.000Z",5,49,41,4,0,0
"1995-04-06T10:14:00.000Z",54,0,45,0,0,0
"1995-04-25T12:14:00.000Z",52,0,45,0,0,0
"1995-04-26T06:22:00.000Z",52,0,42,3,0,0
"1995-04-26T06:43:00.000Z",13,39,32,13,0,0
"1995-04-26T08:20:00.000Z",46,6,10,31,0,0
"1995-05-02T11:06:00.000Z",10,44,29,17,0,0
"1995-05-02T11:30:00.000Z",51,3,18,28,0,0
"1995-05-02T11:44:00.000Z",49,5,11,35,0,0
"1995-05-02T11:59:00.000Z",24,30,41,5,0,0
"1995-05-02T12:14:00.000Z",13,41,43,3,0,0
"1995-05-02T12:34:00.000Z",45,9,6,40,0,0
"1995-05-02T12:50:00.000Z",49,5,6,40,0,0
"1995-05-02T01:04:00.000Z",48,6,5,41,0,0
"1995-05-03T11:23:00.000Z",46,8,5,41,0,0
"1995-05-03T11:53:00.000Z",47,7,4,42,0,0
"1995-05-03T05:51:00.000Z",45,9,13,32,0,0
"1995-05-04T12:18:00.000Z",9,45,42,3,0,0
"1995-05-04T12:43:00.000Z",52,2,8,37,0,0
"1995-05-04T01:04:00.000Z",47,7,9,36,0,0
"1995-05-04T01:23:00.000Z",44,10,2,43,0,0
"1995-05-04T02:02:00.000Z",45,9,2,43,0,0
"1995-05-08T04:21:00.000Z",41,10,2,39,0,0
"1995-05-08T04:46:00.000Z",51,0,43,0,0,0
"1995-05-09T10:31:00.000Z",53,0,45,0,0,0
"1995-05-09T10:53:00.000Z",46,7,14,31,0,0
"1995-05-09T11:25:00.000Z",53,0,44,1,0,0
"1995-05-09T05:13:00.000Z",46,5,42,3,0,0
"1995-05-10T09:45:00.000Z",51,2,27,18,0,0
"1995-05-10T11:40:00.000Z",46,7,8,37,0,0
"1995-05-10T12:05:00.000Z",46,7,15,30,0,0
"1995-05-11T02:31:00.000Z",39,15,40,6,0,0
"1995-05-11T06:02:00.000Z",32,19,42,4,0,0
"1995-05-11T07:05:00.000Z",37,14,9,37,0,0
"1995-05-12T10:01:00.000Z",50,2,0,45,0,0
"1995-05-12T10:55:00.000Z",51,1,28,16,0,0
"1995-05-15T02:32:00.000Z",47,1,33,5,0,0
"1995-05-16T10:35:00.000Z",40,13,14,32,0,0
"1995-05-16T02:15:00.000Z",51,3,43,3,0,0
"1995-05-16T05:50:00.000Z",51,3,23,22,0,0
"1995-05-17T12:39:00.000Z",54,0,42,3,0,0
"1995-05-19T10:53:00.000Z",0,54,0,45,0,0
"1995-05-22T03:10:00.000Z",1,51,45,1,0,0
"1995-05-22T07:14:00.000Z",53,0,46,0,0,0
"1995-05-22T07:34:00.000Z",2,51,45,0,0,0
"1995-05-23T03:45:00.000Z",1,53,46,0,0,0
"1995-05-23T04:07:00.000Z",47,7,3,43,0,0
"1995-05-23T04:21:00.000Z",31,23,0,46,0,0
"1995-05-23T04:40:00.000Z",1,53,46,0,0,0
"1995-05-23T04:54:00.000Z",37,17,3,43,0,0
"1995-05-24T10:16:00.000Z",2,51,26,20,0,0
"1995-05-24T10:40:00.000Z",1,52,43,3,0,0
"1995-05-24T10:54:00.000Z",52,1,0,46,0,0
"1995-05-24T11:08:00.000Z",51,2,0,46,0,0
"1995-05-24T11:22:00.000Z",26,27,13,33,0,0
"1995-05-24T11:36:00.000Z",42,11,43,3,0,0
"1995-05-24T01:54:00.000Z",1,53,45,1,0,0
"1995-05-24T02:23:00.000Z",22,32,29,17,0,0
"1995-05-24T02:36:00.000Z",5,49,45,1,0,0
"1995-05-24T02:50:00.000Z",48,6,8,38,0,0
"1995-05-24T03:03:00.000Z",1,53,30,16,0,0
"1995-05-24T03:18:00.000Z",50,4,1,45,0,0
"1995-05-24T03:32:00.000Z",54,0,46,0,0,0
"1995-05-24T03:47:00.000Z",10,44,46,0,0,0
"1995-05-24T04:04:00.000Z",52,2,6,40,0,0
"1995-05-24T05:04:00.000Z",1,53,0,46,0,0
"1995-05-24T05:26:00.000Z",53,1,2,44,0,0
"1995-05-24T05:44:00.000Z",0,54,40,6,0,0
"1995-05-24T06:00:00.000Z",0,54,41,5,0,0
"1995-05-24T06:15:00.000Z",53,1,0,46,0,0
"1995-05-24T06:32:00.000Z",1,53,44,2,0,0
"1995-05-24T06:52:00.000Z",54,0,43,3,0,0
"1995-05-25T09:03:00.000Z",53,1,8,37,0,0
"1995-05-25T09:32:00.000Z",1,53,30,15,0,0
"1995-05-25T09:48:00.000Z",2,52,24,21,0,0
"1995-05-25T10:01:00.000Z",54,0,45,0,0,0
"1995-05-25T10:17:00.000Z",54,0,9,36,0,0
"1995-05-25T10:33:00.000Z",50,4,18,27,0,0
"1995-05-25T10:50:00.000Z",0,54,42,3,0,0
"1995-05-25T11:06:00.000Z",1,53,45,0,0,0
"1995-05-25T11:22:00.000Z",1,53,42,3,0,0
"1995-05-25T11:38:00.000Z",31,23,4,41,0,0
"1995-05-25T11:57:00.000Z",43,11,7,38,0,0
"1995-05-25T12:13:00.000Z",50,4,4,41,0,0
"1995-05-25T12:31:00.000Z",0,54,39,6,0,0
"1995-05-25T12:52:00.000Z",53,1,3,42,0,0
"1995-05-25T01:20:00.000Z",51,2,14,31,0,0
"1995-05-25T01:39:00.000Z",52,2,6,39,0,0
"1995-05-25T01:51:00.000Z",52,2,2,43,0,0
"1995-05-25T02:02:00.000Z",53,1,1,44,0,0
"1995-05-25T02:14:00.000Z",51,3,22,23,0,0
"1995-05-25T02:34:00.000Z",2,52,42,4,0,0
"1995-05-25T02:50:00.000Z",44,10,18,28,0,0
"1995-05-25T03:03:00.000Z",44,10,9,37,0,0
"1995-05-25T03:24:00.000Z",0,54,40,6,0,0
"1995-05-25T03:36:00.000Z",2,52,43,3,0,0
"1995-05-25T03:49:00.000Z",1,53,11,34,0,0
"1995-05-25T04:12:00.000Z",54,0,30,15,0,0
"1995-05-25T04:26:00.000Z",54,0,27,18,0,0
"1995-05-25T04:41:00.000Z",54,0,32,13,0,0
"1995-05-25T04:56:00.000Z",23,31,44,1,0,0
"1995-05-25T06:10:00.000Z",54,0,3,42,0,0
"1995-05-26T12:01:00.000Z",45,0,7,28,0,0
"1995-06-05T06:04:00.000Z",48,0,42,0,0,0
"1995-06-06T09:45:00.000Z",39,13,42,2,0,0
"1995-06-06T10:08:00.000Z",37,15,40,4,0,0
"1995-06-07T10:24:00.000Z",48,2,19,26,0,0
"1995-06-07T05:12:00.000Z",53,1,12,33,0,0
"1995-06-07T05:34:00.000Z",49,5,13,32,0,0
"1995-06-07T05:49:00.000Z",38,16,0,45,0,0
"1995-06-07T06:02:00.000Z",47,7,6,39,0,0
"1995-06-07T06:25:00.000Z",52,2,39,6,0,0
"1995-06-08T02:09:00.000Z",27,26,41,5,0,0
"1995-06-08T05:40:00.000Z",14,35,44,1,0,0
"1995-06-08T07:30:00.000Z",12,37,18,27,0,0
"1995-06-09T10:16:00.000Z",39,7,41,1,0,0
"1995-06-09T11:03:00.000Z",44,1,39,3,0,0
"1995-06-09T11:58:00.000Z",42,1,35,7,0,0
"1995-06-12T06:30:00.000Z",49,0,42,0,0,0
"1995-06-13T12:30:00.000Z",43,11,14,32,0,0
"1995-06-13T04:05:00.000Z",18,36,0,46,0,0
"1995-06-13T04:50:00.000Z",51,3,1,45,0,0
"1995-06-13T06:08:00.000Z",13,40,38,8,0,0
"1995-06-13T06:55:00.000Z",7,47,41,5,0,0
"1995-06-13T07:18:00.000Z",8,45,39,7,0,0
"1995-06-13T08:12:00.000Z",17,36,9,37,0,0
"1995-06-13T08:44:00.000Z",54,0,46,0,0,0
"1995-06-14T09:55:00.000Z",16,38,28,18,0,0
"1995-06-14T10:23:00.000Z",54,0,35,11,0,0
"1995-06-14T11:23:00.000Z",51,3,4,42,0,0
"1995-06-14T02:31:00.000Z",53,1,26,20,0,0
"1995-06-14T02:55:00.000Z",50,2,10,36,0,0
"1995-06-14T05:00:00.000Z",52,2,32,14,0,0
"1995-06-15T12:16:00.000Z",53,0,45,1,0,0
"1995-06-15T12:40:00.000Z",50,2,14,32,0,0
"1995-06-15T12:59:00.000Z",50,2,17,29,0,0
"1995-06-15T04:42:00.000Z",49,3,10,36,0,0
"1995-06-15T05:06:00.000Z",51,2,30,16,0,0
"1995-06-20T12:16:00.000Z",8,46,43,3,0,0
"1995-06-20T12:45:00.000Z",50,4,14,32,0,0
"1995-06-20T05:36:00.000Z",39,14,5,39,0,0
"1995-06-20T06:18:00.000Z",45,7,30,14,0,0
"1995-06-21T12:21:00.000Z",11,43,46,0,0,0
"1995-06-21T02:08:00.000Z",7,47,29,17,0,0
"1995-06-21T03:47:00.000Z",45,8,15,31,0,0
"1995-06-21T07:49:00.000Z",31,23,5,41,0,0
"1995-06-21T08:11:00.000Z",22,32,42,4,0,0
"1995-06-21T08:31:00.000Z",14,40,34,12,0,0
"1995-06-21T08:46:00.000Z",42,10,9,31,0,0
"1995-06-22T02:12:00.000Z",11,43,46,0,0,0
"1995-06-22T08:31:00.000Z",46,3,23,16,0,0
"1995-06-23T10:55:00.000Z",5,40,25,16,0,0
"1995-06-26T05:44:00.000Z",45,6,7,35,0,0
"1995-06-26T06:11:00.000Z",6,46,23,19,0,0
"1995-06-26T06:30:00.000Z",51,1,42,0,0,0
"1995-06-27T10:23:00.000Z",4,49,35,11,0,0
"1995-06-27T10:49:00.000Z",5,48,36,10,0,0
"1995-06-27T03:01:00.000Z",7,46,36,10,0,0
"1995-06-27T05:12:00.000Z",46,6,4,42,0,0
"1995-06-27T07:59:00.000Z",3,45,29,16,0,0
"1995-06-28T08:46:00.000Z",42,9,15,29,0,0
"1995-06-28T09:16:00.000Z",39,14,13,33,0,0
"1995-06-28T09:35:00.000Z",15,38,42,4,0,0
"1995-06-28T09:58:00.000Z",49,4,7,38,0,0
"1995-06-28T10:45:00.000Z",49,4,20,26,0,0
"1995-06-29T05:51:00.000Z",54,0,0,46,0,0
"1995-07-10T05:21:00.000Z",50,0,46,0,0,0
